condition,window,landmark_delta,actual_delta,sampling_mse,fusion_mse,total_mse,sampling_psnr,fusion_psnr,total_psnr,sampling_ssim,fusion_ssim,total_ssim,focus_index_agreement,axial_error_kF_mean,axial_error_kF_median,axial_error_kF_p95,oracle_axial_error_mean,N_eff,R_Z,adjacent_overlap_mean,K
H_COARSE,3,2.0,2.0,0.0006263690244325,8.898383490512346e-06,0.0006151359279169,80.16250088271778,98.63769242415594,80.24109267496547,0.99993626718289,0.9999993132401612,0.99993730680795,0.9335546875,0.7987841103500563,0.7999999999999998,1.2000000000000002,0.6952242473615511,4.580994673343586,0.0838010653312828,0.1047513316641036,5
H_COARSE,7,0.1,0.1,6.129598954420846e-05,2.288468157200964e-05,0.0001125019932247,90.256483003103,94.53535487035823,87.61920143852888,0.9999946511958074,0.9999983780228228,0.9999898888661528,0.9597646604938272,0.0580386716820212,0.0,0.0460918664932251,0.0107030703195439,14.970901493533376,0.8151740556353904,0.8253637313308329,81
H_COARSE,7,0.25,0.25,9.285272275785092e-05,1.9085234427447863e-05,0.000121568005221,88.45285717613082,95.3238286203096,87.28261070341448,0.9999927276760276,0.9999988278528764,0.9999895309020418,0.9446040702160494,0.1365951015791798,0.0499999999999998,0.128947377204895,0.0602114323449516,15.963675151441414,0.516252268138139,0.5323851515174558,33
H_COARSE,7,0.5,0.5,0.0001640932859089,1.2520264077924975e-05,0.0001769788857379,85.97989549177001,97.15466871739818,85.65158904418281,0.9999878597973686,0.9999990629079356,0.9999863499463582,0.949170524691358,0.2641280373355457,0.2000000000000001,0.252431321144104,0.1738415604378203,11.65769374772886,0.3142533089571259,0.3338941407669462,17
H_COARSE,7,1.0,1.0,0.0002754780864001,1.2752001355851018e-05,0.0002743596184864,83.72993303357151,97.075020106397,83.74760170593586,0.9999775751151826,0.9999991099667443,0.9999774604453217,0.9463392168209876,0.3090766745299882,0.2000000000000001,0.5195260047912598,0.2171453523130468,7.799896977418815,0.1333447802867984,0.1500128778226482,9
H_COARSE,7,2.0,2.0,0.0006263690244325,6.622688630965368e-06,0.0006142401741705,80.16250088271778,99.9204602391439,80.247421429484,0.99993626718289,0.99999943058561,0.9999375533312692,0.9559775270061728,0.7839246213906662,0.7999999999999998,0.9388590812683104,0.6952242473615511,4.455605799929479,0.108878840014104,0.1360985500176302,5
H_COARSE,15,0.1,0.1,6.129598954420846e-05,4.083673750331797e-05,0.0001493497416636,90.256483003103,92.02029322382104,86.38875885144161,0.9999946511958074,0.9999968854760086,0.9999871688918084,0.9307547260802468,0.097140323852927,0.0,0.0624986648559573,0.0107030703195439,10.531688140077565,0.8699791587644745,0.8808538982490305,81
H_COARSE,15,0.25,0.25,9.285272275785092e-05,3.532190921134177e-05,0.0001597938083557,88.45285717613082,92.65036190947052,86.09520413480922,0.9999927276760276,0.9999973609551772,0.9999862910956868,0.9379084683641976,0.1746080709859835,0.0499999999999998,0.128947377204895,0.0602114323449516,11.298765255017994,0.6576131740903639,0.6781635857806877,33
H_COARSE,15,0.5,0.5,0.0001640932859089,3.12330955230348e-05,0.0002077464184953,85.97989549177001,93.18465331426376,84.95546815493029,0.9999878597973686,0.9999976620640942,0.999982678565591,0.9554890046296296,0.2789040873394433,0.2000000000000001,0.2404677152633667,0.1738415604378203,9.347822048472718,0.4501281147957224,0.478261121970455,17
H_COARSE,15,1.0,1.0,0.0002754780864001,1.3234492625123646e-05,0.0002922713327246,83.72993303357151,96.91373064594563,83.47294140960564,0.9999775751151826,0.999998937591925,0.9999755625328648,0.958812210648148,0.3232819311559987,0.2000000000000001,0.4694823741912842,0.2171453523130468,7.094533324164761,0.2117185195372487,0.2381833344794048,9
H_COARSE,15,2.0,2.0,0.0006263690244325,5.826196065006964e-06,0.000615554229832,80.16250088271778,100.47695265314012,80.23814040920904,0.99993626718289,0.99999947525069,0.9999374577489132,0.9650120563271604,0.7844560357880506,0.7999999999999998,0.8807627487182615,0.6952242473615511,4.264426678002619,0.1471146643994763,0.1838933304993452,5
H_MIXED,3,0.1,0.1,6.213981777753008e-05,1.099740561315326e-05,8.566325347567813e-05,90.19710385497862,97.71790117599107,88.80285796064172,0.9999947446318111,0.9999994293387712,0.999992706936152,0.9623119212962964,0.0419440693720925,0.0,0.045462894439697,0.0107030703195439,24.755806215123904,0.6943727627762482,0.7030524223109512,81
H_MIXED,3,0.25,0.25,9.542101692422518e-05,9.69823011718506e-06,0.0001051356684298,88.33436320241879,98.26387876135011,87.91330280669303,0.9999926842698056,0.9999994432010972,0.99999156475816,0.9387630208333332,0.1121742376850909,0.0499999999999998,0.128947377204895,0.0602114323449516,21.003746790903197,0.363522824518085,0.3748829127842752,33
H_MIXED,3,0.5,0.5,0.0001813207723635,1.709414668659453e-05,0.0001926323021111,85.54632800533638,95.80232934504107,85.28351246031875,0.9999866843337856,0.9999990283728648,0.999985110809824,0.9140099344135802,0.243592344256866,0.2000000000000001,0.3258947134017944,0.1738415604378203,12.791918632798236,0.247534198070692,0.2630050854501102,17
H_MIXED,3,1.0,1.0,0.0003049226327961,2.0301334055907195e-05,0.0003119287646313,83.28890699921045,95.0555578334472,83.19024935630878,0.9999752635680232,0.9999988512146448,0.999974424402669,0.936043113425926,0.2913622685975576,0.2000000000000001,0.5894011974334717,0.2171453523130468,8.15882815782624,0.0934635380193066,0.1051464802717199,9
H_MIXED,3,2.0,2.0,0.0008055886330463,6.80948683060655e-06,0.0007915927199816,79.06967031227121,99.79965976566488,79.14578569378949,0.9999176691843163,0.9999994777044386,0.9999191652290396,0.9412630208333334,0.7885695474983504,0.7999999999999998,1.1578948020935058,0.6952242473615511,4.841471156806688,0.0317057686386623,0.0396322107983279,5
H_MIXED,7,0.1,0.1,6.213981777753008e-05,2.2012892711751278e-05,0.0001125899356309,90.19710385497862,94.70403243975476,87.61580790026537,0.9999947446318111,0.9999984756379264,0.9999901313852892,0.9612147955246914,0.0543824206425194,0.0,0.0456357955932618,0.0107030703195439,15.084847367799757,0.8137673164469166,0.8239394079025029,81
H_MIXED,7,0.25,0.25,9.542101692422518e-05,1.67353851990088e-05,0.0001207996531734,88.33436320241879,95.89444647886174,87.31014673479126,0.9999926842698056,0.9999990571888202,0.9999899004457142,0.9544463734567902,0.1206782385372235,0.0499999999999998,0.1223657369613647,0.0602114323449516,16.122359643161595,0.5114436471769214,0.5274262611512002,33
H_MIXED,7,0.5,0.5,0.0001813207723635,8.677107520841245e-06,0.0001880188611749,85.54632800533638,98.74705381899597,85.3887894302268,0.9999866843337856,0.9999994270407674,0.999985909978092,0.9668253279320989,0.231668356410859,0.2000000000000001,0.2250944852828979,0.1738415604378203,11.979879835274314,0.2953011861603345,0.3137575102953554,17
H_MIXED,7,1.0,1.0,0.0003049226327961,9.2961197429277e-06,0.0002975807732767,83.28890699921045,98.44778651656657,83.39475492897134,0.9999752635680232,0.99999942377669,0.9999758497490934,0.9628944830246914,0.2838112881609552,0.2000000000000001,0.4565440440177901,0.2171453523130468,7.950895249340656,0.1165671945177049,0.131138093832418,9
