s_z,C_bar,coverage_deficit,S_analytical,S_numeric,derivative_abs_error,fine_asymptotic_deficit,coarse_asymptotic_coverage
7.55565555,0.23458635413281498,0.765413645867185,0.03104769917921362,0.031047699176889317,2.3243039437570445e-12,4.757327565853816,0.23458637561971918
7.5560555,0.23457393726277576,0.7654260627372242,0.031044412617750514,0.03104441261558843,2.1620830126245494e-12,4.757831226590021,0.23457395871503536
7.5564554500000005,0.23456152170709244,0.7654384782929076,0.031041126577945062,0.031041126577480146,4.649162999026402e-13,4.758334913986226,0.2345615431247617
7.5568554,0.23454910746555652,0.7654508925344434,0.03103784105968708,0.031037841058401124,1.285957451635511e-12,4.75883862804243,0.23454912884868961
7.55725535,0.2345366945379593,0.7654633054620407,0.031034556062866432,0.031034556061126924,1.7395078433235511e-12,4.759342368758635,0.23453671588661032
7.5576553,0.23452428292409233,0.7654757170759077,0.031031271587372993,0.031031271585657546,1.7154472287117528e-12,4.759846136134842,0.23452430423831527
7.55805525,0.2345118726237471,0.7654881273762529,0.031027987633096686,0.03102798763060521,2.4914757756899775e-12,4.760349930171047,0.2345118939035959
7.5584552,0.23449946363671514,0.7655005363632849,0.03102470419992744,0.031024704200133254,2.058145320837923e-13,4.760853750867253,0.23449948488224365
7.55885515,0.2344870559627881,0.7655129440372119,0.031021421287755223,0.031021421285915004,1.8402189494448606e-12,4.76135759822346,0.23448707717405007
7.559255100000001,0.23447464960175762,0.7655253503982424,0.031018138896470034,0.031018138896277133,1.9290125052862095e-13,4.761861472239668,0.23447467077880674
7.55965505,0.23446224455341538,0.7655377554465846,0.031014857025961916,0.03101485702289297,3.0689478736078968e-12,4.762365372915875,0.23446226569630527
7.560055,0.23444984081755316,0.7655501591824468,0.03101157567612091,0.031011575675476962,6.439467015173506e-13,4.762869300252084,0.2344498619263373
7.5604549500000005,0.23443743839396264,0.7655625616060373,0.03100829484683709,0.031008294844314662,2.5224267119483557e-12,4.763373254248292,0.23443745946869451
7.5608549,0.23442503728243577,0.7655749627175642,0.031005014538000593,0.031005014536344962,1.6556304938131206e-12,4.763877234904501,0.2344250583231687
7.56125485,0.23441263748276434,0.7655873625172357,0.031001734749501547,0.031001734748792305,7.092416931531176e-13,4.76438124222071,0.23441265848955162
7.5616548,0.2344002389947403,0.7655997610052597,0.03099845548123012,0.03099845548165669,4.265719721896488e-13,4.76488527619692,0.2344002599676351
7.562054750000001,0.23438784181815553,0.7656121581818445,0.030995176733076515,0.030995176730774784,2.3017317218876343e-12,4.765389336833131,0.23438786275721102
7.5624547,0.23437544595280219,0.7656245540471978,0.030991898504930965,0.030991898504473255,4.577102585834325e-13,4.765893424129341,0.23437546685807134
7.56285465,0.23436305139847216,0.7656369486015279,0.03098862079668372,0.030988620795813212,8.705085263738255e-13,4.766397538085552,0.23436307227000797
7.5632546000000005,0.2343506581549576,0.7656493418450424,0.030985343608225066,0.030985343606182433,2.0426334235157384e-12,4.766901678701764,0.23435067899281292
7.56365455,0.2343382662220507,0.7656617337779493,0.030982066939445326,0.030982066936968696,2.476630012182568e-12,4.767405845977975,0.23433828702627832
